GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
26157	6.28e-25	6.02e-27	0.481	10.748492	5.167606	193.3	GIMAP2	GTPase, IMAP family member 2
284759	6.59e-25	6.34e-27	0.848	10.74378	9.107445	138.55	SIRPB2	signal regulatory protein beta 2
10666	6.77e-25	6.54e-27	0.383	10.740882	4.115729	153.89	CD226	CD226 molecule
22986	7.03e-25	6.82e-27	0.572	10.737015	6.14057	195.96	SORCS3	sortilin related VPS10 domain containing receptor 3
63827	7.21e-25	7.02e-27	0.593	10.734325	6.368698	6827.62	BCAN	brevican
2162	8.86e-25	8.66e-27	0.782	10.714908	8.37396	2940.57	F13A1	coagulation factor XIII A chain
7941	9.25e-25	9.08e-27	0.615	10.710612	6.586444	79.07	PLA2G7	phospholipase A2 group VII
400043	9.58e-25	9.44e-27	0.548	10.70693	5.865867	91.29	LINC02381	long intergenic non-protein coding RNA 2381
100506585	9.79e-25	9.68e-27	0.546	10.70464	5.848675	56.66	PTPRN2-AS1	PTPRN2 antisense RNA 1
5579	1.05e-24	1.05e-26	0.651	10.697525	6.967997	1049.44	PRKCB	protein kinase C beta
9452	1.06e-24	1.05e-26	0.558	10.6968	5.968184	544.45	ITM2A	integral membrane protein 2A
9697	1.14e-24	1.14e-26	0.363	-10.68983	-3.885734	1910.91	TRAM2	translocation associated membrane protein 2
118472	1.55e-24	1.55e-26	0.171	-10.660664	-1.818237	113.51	ZNF511	zinc finger protein 511
146722	1.95e-24	1.96e-26	0.811	10.639059	8.624134	46.76	CD300LF	CD300 molecule like family member f
3773	1.99e-24	2.02e-26	0.654	10.6364	6.95692	468.76	KCNJ16	potassium inwardly rectifying channel subfamily J member 16
51311	2.20e-24	2.23e-26	0.716	10.627078	7.606007	131.16	TLR8	toll like receptor 8
3311	2.70e-24	2.75e-26	0.69	10.607459	7.316952	118.62	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)
6402	3.28e-24	3.35e-26	0.577	10.588985	6.110343	203.71	SELL	selectin L
100132116	3.29e-24	3.38e-26	0.518	-10.588186	-5.484624	1671.84	ACTA2-AS1	ACTA2 antisense RNA 1
3045	3.81e-24	3.92e-26	1.042	10.574238	11.017703	245.3	HBD	hemoglobin subunit delta
83938	3.81e-24	3.94e-26	0.532	10.57377	5.625491	58.02	LRMDA	leucine rich melanocyte differentiation associated
112268474	3.92e-24	4.07e-26	0.298	10.570807	3.147935	68.19	LOC112268474	uncharacterized LOC112268474
5778	4.45e-24	4.64e-26	0.369	10.558566	3.897218	89.93	PTPN7	protein tyrosine phosphatase non-receptor type 7
7097	4.56e-24	4.77e-26	0.556	10.55594	5.870937	855.57	TLR2	toll like receptor 2
57834	5.21e-24	5.47e-26	0.661	10.54299	6.969167	97.77	CYP4F11	cytochrome P450 family 4 subfamily F member 11
6614	5.34e-24	5.63e-26	0.801	10.540403	8.44375	294.62	SIGLEC1	sialic acid binding Ig like lectin 1
23305	5.51e-24	5.83e-26	0.571	10.537066	6.013376	674.97	ACSL6	acyl-CoA synthetase long chain family member 6
116448	6.13e-24	6.51e-26	0.629	10.526667	6.617056	629.87	OLIG1	oligodendrocyte transcription factor 1
84735	6.37e-24	6.78e-26	0.766	10.522814	8.06014	551.87	CNDP1	carnosine dipeptidase 1
107985505	7.00e-24	7.48e-26	0.583	10.513531	6.13429	124.49	LOC107985505	
27036	7.44e-24	7.98e-26	0.841	10.507448	8.837622	54.22	SIGLEC7	sialic acid binding Ig like lectin 7
107986780	8.00e-24	8.62e-26	0.643	10.500167	6.749867	1693.79	LOC107986780	
57453	8.00e-24	8.64e-26	0.578	10.499976	6.063765	182.89	DSCAML1	DS cell adhesion molecule like 1
8876	8.40e-24	9.10e-26	0.833	10.495041	8.73914	50.69	VNN1	vanin 1
366	8.89e-24	9.67e-26	0.935	10.489366	9.809667	290.54	AQP9	aquaporin 9
284618	9.13e-24	9.96e-26	0.207	-10.486526	-2.166237	469.7	RUSC1-AS1	RUSC1 antisense RNA 1
3625	1.03e-23	1.12e-25	0.5	10.475153	5.23593	203.26	INHBB	inhibin subunit beta B
5008	1.12e-23	1.23e-25	0.923	10.466536	9.663805	123.22	OSM	oncostatin M
102724289	1.13e-23	1.24e-25	0.79	10.465615	8.267033	98.33	LOC102724289	uncharacterized LOC102724289
5291	1.17e-23	1.29e-25	0.189	10.46173	1.973103	635.44	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
105379070	1.17e-23	1.30e-25	0.489	10.461059	5.111932	58.55	LOC105379070	uncharacterized LOC105379070
64005	1.19e-23	1.33e-25	0.587	10.459298	6.141862	102.11	MYO1G	myosin IG
57491	1.23e-23	1.38e-25	0.276	-10.455847	-2.887183	240.96	AHRR	aryl hydrocarbon receptor repressor
962	1.40e-23	1.57e-25	0.877	10.443305	9.163988	67.92	CD48	CD48 molecule
60677	1.68e-23	1.89e-25	0.358	10.425591	3.732094	70.67	CELF6	CUGBP Elav-like family member 6
10288	1.71e-23	1.93e-25	0.874	10.423691	9.108728	65.58	LILRB2	leukocyte immunoglobulin like receptor B2
1438	2.36e-23	2.68e-25	0.496	10.392661	5.158905	321.82	CSF2RA	colony stimulating factor 2 receptor subunit alpha
401647	2.61e-23	2.96e-25	0.634	10.383004	6.578192	123.29	GOLGA7B	golgin A7 family member B
54103	3.03e-23	3.46e-25	0.349	10.368303	3.618676	394.01	GSAP	gamma-secretase activating protein
945	3.15e-23	3.60e-25	0.836	10.364361	8.659985	101.5	CD33	CD33 molecule
389136	3.43e-23	3.94e-25	0.512	-10.355831	-5.29773	450.47	VGLL3	vestigial like family member 3
64174	3.47e-23	4.00e-25	0.532	10.354381	5.506931	50.19	DPEP2	dipeptidase 2
342667	4.82e-23	5.57e-25	0.61	10.322516	6.297386	242.93	STAC2	SH3 and cysteine rich domain 2
105371224	5.25e-23	6.08e-25	0.269	10.314124	2.771767	448.28	LOC105371224	uncharacterized LOC105371224
25834	5.67e-23	6.60e-25	0.9	10.306251	9.270663	381.01	MGAT4C	MGAT4 family member C
969	6.15e-23	7.17e-25	0.852	10.298268	8.774545	85.36	CD69	CD69 molecule
3663	6.15e-23	7.20e-25	0.362	10.297878	3.723266	175.18	IRF5	interferon regulatory factor 5
2123	6.28e-23	7.37e-25	0.502	10.295626	5.171254	718.13	EVI2A	ecotropic viral integration site 2A
4129	8.15e-23	9.61e-25	0.676	10.270088	6.939806	1879.16	MAOB	monoamine oxidase B
3784	8.27e-23	9.78e-25	0.434	10.268432	4.457924	83.41	KCNQ1	potassium voltage-gated channel subfamily Q member 1
8778	8.93e-23	1.06e-24	0.719	10.260715	7.37415	75.64	SIGLEC5	sialic acid binding Ig like lectin 5
339789	9.07e-23	1.08e-24	0.898	10.258876	9.21046	89.91	LINC00299	long intergenic non-protein coding RNA 299
1439	9.11e-23	1.09e-24	0.553	10.258132	5.672772	149.95	CSF2RB	colony stimulating factor 2 receptor subunit beta
5880	1.22e-22	1.46e-24	0.5	10.229901	5.110977	125.74	RAC2	Rac family small GTPase 2
10268	1.22e-22	1.46e-24	0.8	10.22956	8.181217	158.05	RAMP3	receptor activity modifying protein 3
51285	1.28e-22	1.54e-24	0.498	10.224217	5.092657	354.02	RASL12	RAS like family 12
3101	1.30e-22	1.58e-24	0.668	10.222204	6.832637	131.84	HK3	hexokinase 3
27202	1.47e-22	1.79e-24	0.615	10.210159	6.283288	69.22	C5AR2	complement C5a receptor 2
57642	1.55e-22	1.88e-24	0.829	10.204973	8.464845	524.17	COL20A1	collagen type XX alpha 1 chain
346389	1.83e-22	2.24e-24	0.571	10.188168	5.817403	109.56	MACC1	MET transcriptional regulator MACC1
10840	2.34e-22	2.87e-24	0.594	10.164	6.041182	931.24	ALDH1L1	aldehyde dehydrogenase 1 family member L1
101928429	2.41e-22	2.95e-24	0.488	10.161177	4.953941	39.37	MAP3K5-AS2	MAP3K5 antisense RNA 2
4773	2.45e-22	3.02e-24	0.372	10.159132	3.781786	323.35	NFATC2	nuclear factor of activated T cells 2
1378	2.71e-22	3.36e-24	0.901	10.148712	9.141656	140.99	CR1	complement C3b/C4b receptor 1 (Knops blood group)
440279	2.71e-22	3.36e-24	1.071	10.148652	10.871737	365.62	UNC13C	unc-13 homolog C
326342	2.80e-22	3.48e-24	0.859	10.145091	8.712827	49.88	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene
151258	2.86e-22	3.56e-24	0.547	10.142915	5.543139	60.54	SLC38A11	solute carrier family 38 member 11
60509	2.99e-22	3.74e-24	0.17	-10.138252	-1.723902	834.7	AGBL5	AGBL carboxypeptidase 5
221938	3.00e-22	3.77e-24	0.942	10.137443	9.546964	113.69	MMD2	monocyte to macrophage differentiation associated 2
345557	3.14e-22	3.95e-24	0.81	10.132837	8.202675	231.97	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3
23349	3.21e-22	4.05e-24	0.755	10.130421	7.645921	262.59	PHF24	PHD finger protein 24
105378833	4.29e-22	5.44e-24	0.46	10.101586	4.647487	58.75	LOC105378833	uncharacterized LOC105378833
100996318	4.54e-22	5.77e-24	0.482	10.095798	4.866359	38.03	LOC100996318	uncharacterized LOC100996318
123041	4.88e-22	6.21e-24	0.854	10.088466	8.616006	179.63	SLC24A4	solute carrier family 24 member 4
653361	5.28e-22	6.75e-24	0.81	10.080321	8.168599	72.32	NCF1	neutrophil cytosolic factor 1
112399	5.28e-22	6.76e-24	0.473	10.080183	4.769818	434.81	EGLN3	egl-9 family hypoxia inducible factor 3
39	5.46e-22	7.02e-24	0.258	-10.076469	-2.596785	730.37	ACAT2	acetyl-CoA acetyltransferase 2
7102	5.61e-22	7.23e-24	0.519	10.073569	5.227177	1325.83	TSPAN7	tetraspanin 7
5522	5.90e-22	7.62e-24	0.779	10.068381	7.842002	388.85	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
643680	6.15e-22	7.97e-24	0.696	10.063984	7.001297	96.52	MS4A4E	membrane spanning 4-domains A4E
144097	6.43e-22	8.35e-24	0.201	-10.059357	-2.019618	274.58	SPINDOC	spindlin interactor and repressor of chromatin binding
101929653	7.08e-22	9.23e-24	0.835	10.049585	8.394112	39.79	LOC101929653	uncharacterized LOC101929653
59	7.13e-22	9.33e-24	0.528	-10.048484	-5.306698	4220.43	ACTA2	actin alpha 2, smooth muscle
11240	7.16e-22	9.39e-24	0.586	10.047798	5.884905	1854.54	PADI2	peptidyl arginine deiminase 2
283856	7.62e-22	1.00e-23	0.407	10.041378	4.091845	44.33	GNAO1-DT	GNAO1 divergent transcript
27299	7.72e-22	1.02e-23	0.908	10.039903	9.113745	65.61	ADAMDEC1	ADAM like decysin 1
28513	7.92e-22	1.05e-23	0.985	10.037105	9.886132	184.58	CDH19	cadherin 19
105371586	9.67e-22	1.28e-23	0.66	10.017094	6.609002	53.74	FAM78B-AS1	FAM78B antisense RNA 1
57198	1.11e-21	1.47e-23	0.218	-10.003355	-2.184041	929.48	ATP8B2	ATPase phospholipid transporting 8B2
105376237	1.16e-21	1.55e-23	0.86	9.998145	8.596904	58.98	LOC105376237	uncharacterized LOC105376237
57471	1.25e-21	1.67e-23	0.801	9.991158	8.00786	1526.72	ERMN	ermin
59277	1.44e-21	1.93e-23	0.592	-9.976362	-5.902572	1151.02	NTN4	netrin 4
767	1.63e-21	2.19e-23	0.484	9.963915	4.824614	237.66	CA8	carbonic anhydrase 8
85477	1.89e-21	2.54e-23	0.607	9.949111	6.037943	763.4	SCIN	scinderin
27071	2.05e-21	2.77e-23	0.705	9.940551	7.007578	59.57	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
9560	2.05e-21	2.78e-23	0.901	9.940418	8.959389	58.79	CCL4L2	C-C motif chemokine ligand 4 like 2
400823	2.26e-21	3.08e-23	0.538	9.929986	5.338637	72.48	FAM177B	family with sequence similarity 177 member B
107985917	2.26e-21	3.08e-23	0.371	9.930202	3.688978	88.42	LOC107985917	
10682	2.47e-21	3.37e-23	0.215	-9.921006	-2.134088	249.55	EBP	EBP cholestenol delta-isomerase
117246	2.59e-21	3.55e-23	0.156	-9.91581	-1.55092	678.33	FTSJ3	FtsJ RNA 2'-O-methyltransferase 3
100862662	2.60e-21	3.58e-23	0.595	9.914964	5.895473	81.72	ALDH1L1-AS2	ALDH1L1 antisense RNA 2
247	2.61e-21	3.61e-23	0.922	9.914365	9.141653	66.9	ALOX15B	arachidonate 15-lipoxygenase type B
11098	2.87e-21	3.97e-23	0.352	-9.904617	-3.490165	2438.43	PRSS23	serine protease 23
401022	2.99e-21	4.14e-23	0.73	9.900433	7.231863	98.17	HAGLR	HOXD antisense growth-associated long non-coding RNA
115761	3.08e-21	4.28e-23	0.818	9.897167	8.096291	41.85	ARL11	ADP ribosylation factor like GTPase 11
93010	3.26e-21	4.55e-23	0.414	9.891088	4.094255	154.84	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
11320	3.43e-21	4.79e-23	0.375	9.885856	3.704624	1404.47	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A
5166	3.45e-21	4.84e-23	0.604	9.884982	5.96844	1005.61	PDK4	pyruvate dehydrogenase kinase 4
112268276	3.48e-21	4.89e-23	0.601	9.883861	5.94251	66.8	LOC112268276	uncharacterized LOC112268276
2894	3.67e-21	5.18e-23	0.434	9.878105	4.288307	285.09	GRID1	glutamate ionotropic receptor delta type subunit 1
105376388	3.81e-21	5.39e-23	0.87	9.874101	8.588122	45.45	LINC02642	long intergenic non-protein coding RNA 2642
79958	4.27e-21	6.05e-23	0.538	9.862501	5.308522	48.43	DENND1C	DENN domain containing 1C
84433	4.76e-21	6.76e-23	0.53	9.851328	5.221295	108.72	CARD11	caspase recruitment domain family member 11
105374056	5.15e-21	7.33e-23	0.485	9.843194	4.771956	169.02	LOC105374056	uncharacterized LOC105374056
29119	5.56e-21	7.94e-23	0.546	9.83521	5.367215	366.76	CTNNA3	catenin alpha 3
79142	5.95e-21	8.52e-23	0.149	-9.828117	-1.461531	533.72	PHF23	PHD finger protein 23
361	6.05e-21	8.69e-23	0.701	9.826177	6.892263	24388.37	AQP4	aquaporin 4
100288805	6.49e-21	9.34e-23	0.388	9.818837	3.812599	439.81	HYDIN2	HYDIN axonemal central pair apparatus protein 2 (pseudogene)
90634	7.03e-21	1.02e-22	0.243	9.810422	2.387063	265.68	N4BP2L1	NEDD4 binding protein 2 like 1
57447	9.97e-21	1.44e-22	0.524	9.774897	5.12396	2369.95	NDRG2	NDRG family member 2
3730	1.14e-20	1.66e-22	0.508	9.760986	4.957749	1599.95	ANOS1	anosmin 1
23040	1.21e-20	1.76e-22	1.041	9.754908	10.15107	426.51	MYT1L	myelin transcription factor 1 like
64850	1.28e-20	1.87e-22	1.004	9.748431	9.78669	297.04	ETNPPL	ethanolamine-phosphate phospho-lyase
25769	1.33e-20	1.95e-22	0.721	9.744208	7.023033	1277.57	SLC24A2	solute carrier family 24 member 2
64218	1.34e-20	1.96e-22	0.388	9.743626	3.782311	120.11	SEMA4A	semaphorin 4A
166348	1.34e-20	1.96e-22	0.599	9.743884	5.833565	75.46	KBTBD12	kelch repeat and BTB domain containing 12
114794	1.44e-20	2.12e-22	0.691	9.735798	6.722824	168.58	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
154810	1.53e-20	2.26e-22	0.244	-9.729558	-2.375253	2532	AMOTL1	angiomotin like 1
29775	1.54e-20	2.28e-22	0.42	-9.728362	-4.089138	175.98	CARD10	caspase recruitment domain family member 10
7185	1.67e-20	2.47e-22	0.349	9.72015	3.393542	172.62	TRAF1	TNF receptor associated factor 1
124976	1.77e-20	2.63e-22	0.387	9.713758	3.759325	239.69	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate
900	1.87e-20	2.79e-22	0.243	-9.707737	-2.357115	1552.2	CCNG1	cyclin G1
22899	2.08e-20	3.12e-22	0.811	9.696628	7.864545	45.7	ARHGEF15	Rho guanine nucleotide exchange factor 15
27295	2.31e-20	3.47e-22	0.387	9.68575	3.751702	633.23	PDLIM3	PDZ and LIM domain 3
222008	2.45e-20	3.69e-22	1.078	9.679277	10.43204	419.37	VSTM2A	V-set and transmembrane domain containing 2A
6693	2.61e-20	3.94e-22	0.43	9.672591	4.157516	79.24	SPN	sialophorin
105369826	2.81e-20	4.26e-22	0.698	9.664788	6.744	63.57	LINC02821	long intergenic non-protein coding RNA 2821
3200	2.85e-20	4.32e-22	0.905	9.663156	8.745361	65.43	HOXA3	homeobox A3
102724850	2.97e-20	4.52e-22	0.94	9.658643	9.07661	63.85	CCL3-AS1	CCL3 antisense RNA 1
5832	3.15e-20	4.80e-22	0.226	-9.652508	-2.186021	1076.3	ALDH18A1	aldehyde dehydrogenase 18 family member A1
101927532	3.32e-20	5.07e-22	0.909	9.646764	8.771516	51.64	LINC01736	long intergenic non-protein coding RNA 1736
105374083	3.44e-20	5.27e-22	0.479	9.642851	4.616729	46.46	LOC105374083	uncharacterized LOC105374083
101927723	3.51e-20	5.39e-22	0.691	9.640612	6.661495	57.61	LOC101927723	uncharacterized LOC101927723
4046	3.55e-20	5.47e-22	0.47	9.639034	4.533603	258.75	LSP1	lymphocyte specific protein 1
120376	3.57e-20	5.51e-22	0.547	9.638347	5.269055	33.89	POU2AF3	POU class 2 homeobox associating factor 3
51655	3.59e-20	5.55e-22	0.452	9.637584	4.356361	724.42	RASD1	ras related dexamethasone induced 1
10539	3.72e-20	5.77e-22	0.179	-9.633599	-1.721101	450.76	GLRX3	glutaredoxin 3
2535	3.77e-20	5.85e-22	0.356	-9.632088	-3.429802	194.48	FZD2	frizzled class receptor 2
7850	3.90e-20	6.08e-22	0.857	9.628222	8.254919	153.18	IL1R2	interleukin 1 receptor type 2
105378763	3.91e-20	6.10e-22	0.548	9.627823	5.27329	74.02	LINC01748	long intergenic non-protein coding RNA 1748
29992	4.84e-20	7.58e-22	0.424	9.605483	4.077454	109.64	PILRA	paired immunoglobin like type 2 receptor alpha
10439	4.94e-20	7.75e-22	0.559	9.603149	5.36375	1023.87	OLFM1	olfactomedin 1
81793	5.67e-20	8.92e-22	0.881	9.588697	8.447665	87.27	TLR10	toll like receptor 10
51316	5.71e-20	9.00e-22	0.835	9.587806	8.003732	50.18	PLAC8	placenta associated 8
1728	5.94e-20	9.38e-22	0.415	-9.583494	-3.974158	1201.99	NQO1	NAD(P)H quinone dehydrogenase 1
129807	5.97e-20	9.45e-22	0.719	9.582714	6.886187	163.21	NEU4	neuraminidase 4
51617	6.28e-20	9.98e-22	0.841	9.577158	8.051898	380.81	NSG2	neuronal vesicle trafficking associated 2
29933	6.54e-20	1.04e-21	0.539	9.572703	5.155372	51.74	GPR132	G protein-coupled receptor 132
107985522	6.64e-20	1.06e-21	0.409	9.570904	3.911288	40.62	LOC107985522	
10044	7.43e-20	1.19e-21	0.376	9.559075	3.595086	93	SH2D3C	SH2 domain containing 3C
57578	7.76e-20	1.24e-21	0.476	9.554314	4.545353	406.76	UNC79	unc-79 homolog, NALCN channel complex subunit
2358	8.93e-20	1.44e-21	0.992	9.539483	9.465629	83.62	FPR2	formyl peptide receptor 2
107986680	9.15e-20	1.47e-21	0.632	-9.53673	-6.031833	11.45	TRM-CAT5-2	tRNA-Met (anticodon CAT) 5-2
92241	9.35e-20	1.51e-21	0.491	9.534267	4.682166	430.65	RCSD1	RCSD domain containing 1
26253	9.41e-20	1.52e-21	0.854	9.533332	8.140665	55.14	CLEC4E	C-type lectin domain family 4 member E
4340	9.54e-20	1.55e-21	0.977	9.531638	9.315042	290.09	MOG	myelin oligodendrocyte glycoprotein
353345	9.85e-20	1.61e-21	0.72	9.527861	6.861965	77.98	GPR141	G protein-coupled receptor 141
63894	9.85e-20	1.60e-21	0.124	-9.528044	-1.179107	364.25	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
107984104	1.00e-19	1.64e-21	0.43	9.525607	4.094766	55.2	LOC107984104	
9056	1.06e-19	1.74e-21	0.354	9.519527	3.369183	299.78	SLC7A7	solute carrier family 7 member 7
84324	1.08e-19	1.77e-21	0.144	-9.517805	-1.372367	593.39	SARNP	SAP domain containing ribonucleoprotein
23037	1.10e-19	1.82e-21	0.414	9.514906	3.939929	1556.07	PDZD2	PDZ domain containing 2
84689	1.10e-19	1.82e-21	0.832	9.515109	7.91939	47.41	MS4A14	membrane spanning 4-domains A14
89790	1.10e-19	1.81e-21	0.604	9.51536	5.751648	510.01	SIGLEC10	sialic acid binding Ig like lectin 10
26034	1.10e-19	1.82e-21	0.519	9.514568	4.94277	243.56	IPCEF1	interaction protein for cytohesin exchange factors 1
4842	1.10e-19	1.83e-21	0.832	9.514423	7.913489	157.1	NOS1	nitric oxide synthase 1
342035	1.10e-19	1.84e-21	0.624	9.513936	5.934943	872.93	GLDN	gliomedin
146850	1.12e-19	1.88e-21	0.666	9.511679	6.335568	50.11	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
10940	1.22e-19	2.04e-21	0.164	-9.503181	-1.557694	207.93	POP1	POP1 homolog, ribonuclease P/MRP subunit
81029	1.33e-19	2.22e-21	0.481	-9.493935	-4.562575	170.77	WNT5B	Wnt family member 5B
90861	1.40e-19	2.35e-21	0.235	-9.488425	-2.231517	772.93	JPT2	Jupiter microtubule associated homolog 2
54847	1.40e-19	2.35e-21	0.468	9.488082	4.436658	96.15	SIDT1	SID1 transmembrane family member 1
5322	1.60e-19	2.70e-21	0.666	9.473607	6.306146	157.99	PLA2G5	phospholipase A2 group V
100233209	1.63e-19	2.75e-21	0.829	9.471779	7.852604	45.3	PCED1B-AS1	PCED1B antisense RNA 1
285025	1.68e-19	2.84e-21	0.576	9.468498	5.45065	88.71	CCDC141	coiled-coil domain containing 141
6518	1.84e-19	3.13e-21	0.58	9.458233	5.484786	802.85	SLC2A5	solute carrier family 2 member 5
445	2.03e-19	3.45e-21	0.514	-9.448113	-4.860051	1463.72	ASS1	argininosuccinate synthase 1
266722	2.03e-19	3.46e-21	0.772	9.447853	7.289796	271.52	HS6ST3	heparan sulfate 6-O-sulfotransferase 3
100506795	2.17e-19	3.71e-21	0.524	9.440462	4.945309	97.98	LINC01354	long intergenic non-protein coding RNA 1354
6539	2.22e-19	3.80e-21	0.405	9.438066	3.825808	60.63	SLC6A12	solute carrier family 6 member 12
349565	2.28e-19	3.91e-21	0.313	9.4351	2.951488	143.66	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
1163	2.30e-19	3.95e-21	0.271	-9.433836	-2.557885	248.95	CKS1B	CDC28 protein kinase regulatory subunit 1B
654817	2.31e-19	3.98e-21	0.79	9.433113	7.456223	55.27	NCF1C	neutrophil cytosolic factor 1C pseudogene
26996	2.33e-19	4.03e-21	0.3	9.431705	2.831321	71.43	GPR160	G protein-coupled receptor 160
57282	2.46e-19	4.26e-21	0.639	9.42593	6.023327	544.83	SLC4A10	solute carrier family 4 member 10
340267	2.61e-19	4.53e-21	0.513	9.419644	4.831119	350.79	COL28A1	collagen type XXVIII alpha 1 chain
187	2.61e-19	4.54e-21	0.66	9.419431	6.220941	1445.24	APLNR	apelin receptor
3484	2.63e-19	4.59e-21	0.681	-9.418248	-6.417694	239.14	IGFBP1	insulin like growth factor binding protein 1
84281	2.68e-19	4.69e-21	0.395	9.415914	3.718433	478.35	C2orf88	chromosome 2 open reading frame 88
101929198	2.88e-19	5.04e-21	0.611	9.408344	5.745639	62.31	ATP13A4-AS1	ATP13A4 antisense RNA 1
1050	2.89e-19	5.07e-21	0.508	9.407679	4.782776	267.75	CEBPA	CCAAT enhancer binding protein alpha
105378620	2.90e-19	5.10e-21	0.593	9.40714	5.582928	61.61	LOC105378620	uncharacterized LOC105378620
55911	2.95e-19	5.20e-21	0.776	9.405071	7.29668	61.83	APOBR	apolipoprotein B receptor
120939	3.05e-19	5.39e-21	0.742	9.401382	6.97413	52.24	TMEM52B	transmembrane protein 52B
25906	3.22e-19	5.70e-21	0.15	-9.395407	-1.412678	126.47	ANAPC15	anaphase promoting complex subunit 15
9283	3.52e-19	6.24e-21	0.554	9.385933	5.200384	2125.38	GPR37L1	G protein-coupled receptor 37 like 1
776	3.74e-19	6.64e-21	0.461	9.379329	4.327687	301.35	CACNA1D	calcium voltage-gated channel subunit alpha1 D
54538	3.88e-19	6.91e-21	0.356	9.375107	3.337606	206.65	ROBO4	roundabout guidance receptor 4
344905	3.92e-19	7.00e-21	0.657	9.373708	6.160212	66.13	ATP13A5	ATPase 13A5
8793	4.02e-19	7.20e-21	0.427	-9.370825	-4.002988	294.82	TNFRSF10D	TNF receptor superfamily member 10d
55314	4.08e-19	7.32e-21	0.628	9.368985	5.881137	1306.17	TMEM144	transmembrane protein 144
144568	4.31e-19	7.74e-21	0.547	9.3632	5.122	100.06	A2ML1	alpha-2-macroglobulin like 1
9771	4.39e-19	7.90e-21	0.495	9.361043	4.632718	1243.48	RAPGEF5	Rap guanine nucleotide exchange factor 5
563	4.65e-19	8.39e-21	0.876	9.354648	8.191856	142.88	AZGP1	alpha-2-glycoprotein 1, zinc-binding
22806	5.54e-19	1.00e-20	0.759	9.335802	7.087968	80.81	IKZF3	IKAROS family zinc finger 3
79626	5.58e-19	1.01e-20	0.382	9.334891	3.562601	81.72	TNFAIP8L2	TNF alpha induced protein 8 like 2
